4424,7/18/1963 00:00:00,PN ,,OBADIAH,,BELMONT,,,,,M                                  ,S,,,,,Live,,,,,
4425,11/19/1929 00:00:00,PN ,,ABBEY,,TYLER,,,,,F                                  ,W,,,,,Live,,,,,
4426,10/4/1948 00:00:00,PN ,,ABNER,,EULER,,,,,M                                  ,S,,,,,Live,,,,,
4427,4/16/1953 00:00:00,HH ,,ABIGAIL,,ZALAR,,,,,F                                  ,M,,,,,Live,,,,,
4428,10/1/1978 00:00:00,PN ,,ABBIE,,COLGROVE,,,,,F                                  ,S,,,,,Live,,,,,
4429,7/15/1964 00:00:00,PN ,,ABEL,,AYLOR,,,,,M                                  ,D,,,,,Live,,,,,
4430,10/1/1978 00:00:00,HH ,,EBONIE,,HELFRICK,,,,,F                                  ,S,,,,,Live,,,,,
4431,11/5/1959 00:00:00,PN ,,EBEN,,ELLERBECK,,,,,M                                  ,S,,,,,Live,,,,,
4432,12/22/1953 00:00:00,PN ,,EBENEZER,,ALLDRIDGE,,,,,M                                  ,M,,,,,Live,,,,,
4433,1/5/1966 00:00:00,PN ,,EBONI,,SALLS,,,,,F                                  ,D,,,,,Live,,,,,
4434,9/30/1931 00:00:00,PN ,,EBONY,,COLES,,,,,F                                  ,D,,,,,Live,,,,,
4435,5/8/1955 00:00:00,PN ,,ABDULLAH,,MILLSTEIN,,,,,M                                  ,D,,,,,Live,,,,,
4436,11/5/1959 00:00:00,HH ,,ABDUL,,WELLS,,,,,M                                  ,S,,,,,Live,,,,,
4437,11/18/1936 00:00:00,PN ,,OBDULIA,,SILKS,,,,,F                                  ,S,,,,,Live,,,,,
4438,11/18/1936 00:00:00,HH ,,ABBY,,GALES,,,,,F                                  ,S,,,,,Live,,,,,
4439,6/11/1958 00:00:00,PN ,,FAY,,LYLES,,,,,F                                  ,D,,,,,Live,,,,,
4440,2/16/1973 00:00:00,PN ,,HAN,,MALESKI,,,,,F                                  ,S,,,,,Live,,,,,
4441,9/28/1966 00:00:00,PN ,,HAL,,GILES,,,,,M                                  ,D,,,,,Live,,,,,
4442,6/11/1958 00:00:00,HH ,,HAI,,MILSTEAD,,,,,M                                  ,D,,,,,Live,,,,,
4443,2/19/1936 00:00:00,PN ,,MAO,,RALSTON,,,,,F                                  ,D,,,,,Live,,,,,
4444,2/19/1936 00:00:00,HH ,,MAN,,PALATSKY,,,,,M                                  ,D,,,,,Live,,,,,
4445,4/25/1949 00:00:00,PN ,,MAN,,WILBUR,,,,,F                                  ,S,,,,,Live,,,,,
4446,7/5/1960 00:00:00,PN ,,IAN,,MCLAUGHLIN,,,,,M                                  ,S,,,,,Live,,,,,
4447,10/8/1970 00:00:00,PN ,,CAT,,BALDWIN,,,,,M                                  ,M,,,,,Live,,,,,
4448,8/6/1957 00:00:00,PN ,,MAY,,CALDWELL,,,,,F                                  ,M,,,,,Live,,,,,
4449,4/25/1949 00:00:00,HH ,,CAL,,MILLWOOD,,,,,M                                  ,S,,,,,Live,,,,,
4450,6/2/1977 00:00:00,PN ,,NAT,,WILEY,,,,,M                                  ,S,,,,,Live,,,,,
4451,11/27/1957 00:00:00,PN ,,KAI,,MALOY,,,,,F                                  ,M,,,,,Live,,,,,
4452,6/6/1925 00:00:00,PN ,,KAM,,FOLEY,,,,,F                                  ,D,,,,,Live,,,,,
4453,6/2/1977 00:00:00,HH ,,KAY,,FOLTZ,,,,,F                                  ,S,,,,,Live,,,,,
4454,3/28/1976 00:00:00,PN ,,MAX,,PIKE,,,,,M                                  ,S,,,,,Live,,,,,
4455,2/21/1957 00:00:00,PN ,,FAE,,DUKE,,,,,F                                  ,S,,,,,Live,,,,,
4456,5/13/1961 00:00:00,PN ,,MAL,,MEKSA,,,,,M                                  ,S,,,,,Live,,,,,
4457,9/9/1948 00:00:00,PN ,,JAE,,LUKKARINEN,,,,,F                                  ,S,,,,,Live,,,,,
4458,9/27/1948 00:00:00,PN ,,BAS,,MCKEEMAN,,,,,M                                  ,M,,,,,Live,,,,,
4459,3/28/1976 00:00:00,HH ,,MAI,,MCKEE,,,,,F                                  ,S,,,,,Live,,,,,
4460,1/4/1972 00:00:00,PN ,,HAE,,WIKKERINK,,,,,F                                  ,D,,,,,Live,,,,,
4461,10/19/1951 00:00:00,PN ,,JAN,,MIKELL,,,,,F                                  ,M,,,,,Live,,,,,
4462,1/27/1954 00:00:00,PN ,,JAY,,ASKINS,,,,,F                                  ,D,,,,,Live,,,,,
4463,12/29/1956 00:00:00,PN ,,MAC,,ELKINS,,,,,M                                  ,M,,,,,Live,,,,,
4464,1/14/1949 00:00:00,PN ,,JAY,,ATKINSON,,,,,M                                  ,M,,,,,Live,,,,,
4465,1/4/1972 00:00:00,HH ,,GAY,,MCKINNON,,,,,F                                  ,D,,,,,Live,,,,,
4466,11/30/1958 00:00:00,PN ,,JAN,,LYKINS,,,,,M                                  ,S,,,,,Live,,,,,
4467,3/14/1964 00:00:00,PN ,,JAE,,ATKINS,,,,,M                                  ,M,,,,,Live,,,,,
4468,3/6/1977 00:00:00,PN ,,DAN,,LIKENS,,,,,M                                  ,S,,,,,Live,,,,,
4469,6/17/1968 00:00:00,PN ,,DAN,,MCKENNEY,,,,,F                                  ,M,,,,,Live,,,,,
4470,8/14/1970 00:00:00,PN ,,PAM,,MCKINNEY,,,,,F                                  ,D,,,,,Live,,,,,
4471,11/30/1958 00:00:00,HH ,,MAE,,ECKHOF,,,,,F                                  ,S,,,,,Live,,,,,
4472,8/17/1957 00:00:00,PN ,,LAI,,MCKERNAN,,,,,F                                  ,S,,,,,Live,,,,,
4473,4/8/1948 00:00:00,PN ,,LAN,,BAKER,,,,,F                                  ,S,,,,,Live,,,,,
4474,8/17/1957 00:00:00,HH ,,LAZ,,MCKIRGAN,,,,,M                                  ,S,,,,,Live,,,,,
4475,1/24/1968 00:00:00,PN ,,NAM,,OAKES,,,,,F                                  ,S,,,,,Live,,,,,
4476,8/22/1959 00:00:00,PN ,,NAN,,DUKES,,,,,F                                  ,M,,,,,Live,,,,,
4477,11/12/1961 00:00:00,PN ,,DAI,,HAKES,,,,,M                                  ,S,,,,,Live,,,,,
4478,10/27/1963 00:00:00,PN ,,KAY,,SIKES,,,,,M                                  ,M,,,,,Live,,,,,
4479,1/24/1968 00:00:00,HH ,,TAI,,MAJORS,,,,,F                                  ,S,,,,,Live,,,,,
4480,3/2/1951 00:00:00,PN ,,ZAK,,HEIL,,,,,M                                  ,M,,,,,Live,,,,,
4481,8/26/1945 00:00:00,PN ,,YAN,,EDIC,,,,,F                                  ,S,,,,,Live,,,,,
4482,2/23/1961 00:00:00,PN ,,WAT,,MAIO,,,,,M                                  ,S,,,,,Live,,,,,
4483,10/25/1970 00:00:00,PN ,,WAN,,HAIR,,,,,F                                  ,S,,,,,Live,,,,,
4484,3/2/1951 00:00:00,HH ,,WAI,,MUIR,,,,,F                                  ,M,,,,,Live,,,,,
4485,3/4/1970 00:00:00,PN ,,VAN,,ARIE,,,,,M                                  ,M,,,,,Live,,,,,
4486,8/29/1938 00:00:00,PN ,,VAN,,GOIN,,,,,F                                  ,S,,,,,Live,,,,,
4487,3/4/1970 00:00:00,HH ,,PAT,,WHITACRE,,,,,F                                  ,M,,,,,Live,,,,,
4488,10/19/1965 00:00:00,PN ,,PAT,,KLIMA,,,,,M                                  ,S,,,,,Live,,,,,
4489,11/16/1941 00:00:00,PN ,,VAL,,WHITAKER,,,,,M                                  ,M,,,,,Live,,,,,
4490,3/1/1967 00:00:00,PN ,,VAL,,SLIGAR,,,,,F                                  ,S,,,,,Live,,,,,
4491,4/20/1966 00:00:00,PN ,,SAM,,ELIZARDO,,,,,M                                  ,S,,,,,Live,,,,,
4492,10/19/1965 00:00:00,HH ,,SAU,,BAIMBRIDGE,,,,,F                                  ,S,,,,,Live,,,,,
4493,10/15/1948 00:00:00,PN ,,TAM,,PRINCE,,,,,F                                  ,D,,,,,Live,,,,,
4494,12/13/1953 00:00:00,PN ,,PAZ,,WHITCOME,,,,,F                                  ,M,,,,,Live,,,,,
4495,2/22/1945 00:00:00,PN ,,TAD,,GLITCH,,,,,M                                  ,M,,,,,Live,,,,,
4496,9/7/1961 00:00:00,PN ,,SAM,,FAIRCLOTH,,,,,F                                  ,M,,,,,Live,,,,,
4497,10/15/1948 00:00:00,HH ,,RAY,,BRIDDELL,,,,,F                                  ,D,,,,,Live,,,,,
4498,4/27/1963 00:00:00,PN ,,RAB,,SWINDLER,,,,,M                                  ,D,,,,,Live,,,,,
4499,8/11/1957 00:00:00,PN ,,RAY,,HEIDEMANN,,,,,M                                  ,M,,,,,Live,,,,,
4500,4/27/1963 00:00:00,HH ,,SAL,,BAILEY,,,,,M                                  ,D,,,,,Live,,,,,
4501,9/7/1957 00:00:00,PN ,,RAE,,WHITE,,,,,F                                  ,D,,,,,Live,,,,,
4502,10/12/1973 00:00:00,PN ,,KA,,PRICE,,,,,F                                  ,S,,,,,Live,,,,,
4503,4/13/1975 00:00:00,PN ,,JA,,PRIVETTE,,,,,F                                  ,S,,,,,Live,,,,,
4504,11/29/1951 00:00:00,PN ,,MA,,BRILEY,,,,,F                                  ,S,,,,,Live,,,,,
4505,9/7/1957 00:00:00,HH ,,TA,,DAISEY,,,,,F                                  ,D,,,,,Live,,,,,
4506,11/18/1977 00:00:00,PN ,,HA,,RAINEY,,,,,F                                  ,S,,,,,Live,,,,,
4507,7/13/1957 00:00:00,PN ,,NA,,SMILEY,,,,,F                                  ,M,,,,,Live,,,,,
4508,11/18/1977 00:00:00,HH ,,PA,,WHISENHUNT,,,,,F                                  ,S,,,,,Live,,,,,
4509,8/26/1946 00:00:00,PN ,,KASANDRA,,GRICE,,,,,F                                  ,M,,,,,Live,,,,,
4510,10/28/1971 00:00:00,PN ,,LATARSHA,,GRINER,,,,,F                                  ,D,,,,,Live,,,,,
4511,12/10/1959 00:00:00,PN ,,CALANDRA,,SEITER,,,,,F                                  ,D,,,,,Live,,,,,
4512,8/26/1946 00:00:00,HH ,,TAKAKO,,PRIVETT,,,,,F                                  ,M,,,,,Live,,,,,
4513,10/24/1974 00:00:00,PN ,,TAMA,,WEIGEL,,,,,F                                  ,S,,,,,Live,,,,,
4514,10/24/1974 00:00:00,HH ,,BABARA,,GAINES,,,,,F                                  ,S,,,,,Live,,,,,
4515,9/7/1971 00:00:00,PN ,,MALACHI,,SEILE,,,,,M                                  ,D,,,,,Live,,,,,
4516,9/7/1971 00:00:00,HH ,,SANA,,CLINE,,,,,F                                  ,D,,,,,Live,,,,,
4517,6/3/1965 00:00:00,PN ,,TAMALA,,GRIFFITH,,,,,F                                  ,M,,,,,Live,,,,,
4518,9/13/1958 00:00:00,PN ,,VALARIE,,GRIFFIN,,,,,F                                  ,M,,,,,Live,,,,,
4519,2/26/1978 00:00:00,PN ,,LABAN,,EWING,,,,,M                                  ,S,,,,,Live,,,,,
4520,10/22/1971 00:00:00,PN ,,CARADOC,,PRIDGEDTT,,,,,M                                  ,M,,,,,Live,,,,,
4521,9/6/1944 00:00:00,PN ,,PAMALA,,BRIGGS,,,,,F                                  ,D,,,,,Live,,,,,
4522,6/3/1965 00:00:00,HH ,,MAIA,,PRIDGETT,,,,,F                                  ,M,,,,,Live,,,,,
4523,12/11/1946 00:00:00,PN ,,MARANDA,,OLINGER,,,,,F                                  ,M,,,,,Live,,,,,
4524,11/7/1950 00:00:00,PN ,,MARAGRET,,PRICHARD,,,,,F                                  ,D,,,,,Live,,,,,
4525,12/11/1946 00:00:00,HH ,,TAMAR,,CRICHTON,,,,,F                                  ,M,,,,,Live,,,,,
4526,7/13/1971 00:00:00,PN ,,DANA,,SMITHSON,,,,,M                                  ,M,,,,,Live,,,,,
4527,3/26/1958 00:00:00,PN ,,MAHALIA,,SMITHWICK,,,,,F                                  ,S,,,,,Live,,,,,
4528,7/11/1959 00:00:00,PN ,,TAMARA,,SMITH,,,,,F                                  ,S,,,,,Live,,,,,
4529,5/25/1973 00:00:00,PN ,,TAMATHA,,WRIGHT,,,,,F                                  ,S,,,,,Live,,,,,
4530,5/26/1944 00:00:00,PN ,,SAMATHA,,HAIGHT,,,,,F                                  ,D,,,,,Live,,,,,
4531,7/13/1971 00:00:00,HH ,,KARA,,WHITING,,,,,F                                  ,M,,,,,Live,,,,,
4532,7/21/1949 00:00:00,PN ,,TABATHA,,REISINGER,,,,,F                                  ,M,,,,,Live,,,,,
4533,5/23/1948 00:00:00,PN ,,KARAN,,DRIFKE,,,,,F                                  ,S,,,,,Live,,,,,
4534,12/11/1971 00:00:00,PN ,,JANA,,EDICK,,,,,F                                  ,M,,,,,Live,,,,,
4535,11/6/1951 00:00:00,PN ,,JANAE,,BRICKER,,,,,F                                  ,S,,,,,Live,,,,,
4536,6/19/1931 00:00:00,PN ,,JANAY,,SWICKEY,,,,,F                                  ,S,,,,,Live,,,,,
4537,7/21/1949 00:00:00,HH ,,TANA,,MAIDLOW,,,,,F                                  ,M,,,,,Live,,,,,
4538,1/18/1962 00:00:00,PN ,,MAGARET,,SKILLMAN,,,,,F                                  ,S,,,,,Live,,,,,
4539,6/5/1958 00:00:00,PN ,,NATASHIA,,WHITLATCH,,,,,F                                  ,M,,,,,Live,,,,,
4540,6/30/1978 00:00:00,PN ,,NATASHA,,PHILLIPS,,,,,F                                  ,S,,,,,Live,,,,,
4541,12/27/1943 00:00:00,PN ,,NATALYA,,SHIELDS,,,,,F                                  ,M,,,,,Live,,,,,
4542,1/18/1962 00:00:00,HH ,,NATALIE,,SPILLMAN,,,,,F                                  ,S,,,,,Live,,,,,
4543,3/28/1962 00:00:00,PN ,,NATALIA,,HEISLER,,,,,F                                  ,D,,,,,Live,,,,,
4544,11/15/1970 00:00:00,PN ,,NATACHA,,TWILLEY,,,,,F                                  ,M,,,,,Live,,,,,
4545,3/16/1963 00:00:00,PN ,,LAWANNA,,ZEIGLER,,,,,F                                  ,D,,,,,Live,,,,,
4546,5/4/1934 00:00:00,PN ,,MASAKO,,WHITMORE,,,,,F                                  ,D,,,,,Live,,,,,
4547,3/28/1962 00:00:00,HH ,,JADA,,WHITMIRE,,,,,F                                  ,D,,,,,Live,,,,,
4548,10/7/1966 00:00:00,PN ,,JAMA,,BRIMM,,,,,F                                  ,M,,,,,Live,,,,,
4549,12/12/1961 00:00:00,PN ,,LARAINE,,WEIRMAN,,,,,F                                  ,S,,,,,Live,,,,,
4550,3/10/1949 00:00:00,PN ,,MAGAN,,BRIEN,,,,,F                                  ,M,,,,,Live,,,,,
4551,10/7/1966 00:00:00,HH ,,MAGALY,,FRIEND,,,,,F                                  ,M,,,,,Live,,,,,
4552,7/15/1965 00:00:00,PN ,,DARA,,WHITNEY,,,,,F                                  ,D,,,,,Live,,,,,
4553,3/2/1958 00:00:00,PN ,,LAWANA,,SHINN,,,,,F                                  ,M,,,,,Live,,,,,
4554,12/1/1953 00:00:00,PN ,,LAZARO,,SKIPPER,,,,,M                                  ,M,,,,,Live,,,,,
4555,8/21/1956 00:00:00,PN ,,LAZARUS,,CLIPPINGER,,,,,M                                  ,S,,,,,Live,,,,,
4556,7/15/1965 00:00:00,HH ,,MADALENE,,WHIPPLE,,,,,F                                  ,D,,,,,Live,,,,,
4557,10/14/1953 00:00:00,PN ,,MADALINE,,BRIERLEY,,,,,F                                  ,S,,,,,Live,,,,,
4558,11/3/1945 00:00:00,PN ,,NANA,,GUIDRY,,,,,F                                  ,M,,,,,Live,,,,,
4559,10/14/1953 00:00:00,HH ,,TARA,,WHITSELL,,,,,F                                  ,S,,,,,Live,,,,,
4560,4/24/1963 00:00:00,PN ,,TARAH,,WAITS,,,,,F                                  ,S,,,,,Live,,,,,
4561,10/11/1961 00:00:00,PN ,,TAWANA,,LEISSNER,,,,,F                                  ,S,,,,,Live,,,,,
4562,12/29/1979 00:00:00,PN ,,MADALYN,,WEINSTEIN,,,,,F                                  ,S,,,,,Live,,,,,
4563,11/1/1946 00:00:00,PN ,,MAGALI,,FRIEST,,,,,F                                  ,S,,,,,Live,,,,,
4564,1/5/1935 00:00:00,PN ,,WAVA,,ERIKSON,,,,,F                                  ,D,,,,,Live,,,,,
4565,4/24/1963 00:00:00,HH ,,KALA,,STILTS,,,,,F                                  ,S,,,,,Live,,,,,
4566,5/16/1929 00:00:00,PN ,,TAWANDA,,KRISTOPHER,,,,,F                                  ,D,,,,,Live,,,,,
4567,1/25/1961 00:00:00,PN ,,LAVADA,,KRISTVIK,,,,,F                                  ,D,,,,,Live,,,,,
4568,11/6/1973 00:00:00,PN ,,NADA,,QUIST,,,,,F                                  ,S,,,,,Live,,,,,
4569,5/16/1929 00:00:00,HH ,,KAMALA,,RAILTON,,,,,F                                  ,D,,,,,Live,,,,,
4570,8/25/1959 00:00:00,PN ,,MAFALDA,,ROHM,,,,,F                                  ,M,,,,,Live,,,,,
4571,8/25/1959 00:00:00,HH ,,ZANA,,NAHN,,,,,F                                  ,M,,,,,Live,,,,,
4572,10/20/1944 00:00:00,PN ,,SAMANTHA,,GEHR,,,,,F                                  ,M,,,,,Live,,,,,
4573,10/20/1944 00:00:00,HH ,,SAMARA,,SCHLACHTER,,,,,F                                  ,M,,,,,Live,,,,,
4574,10/17/1970 00:00:00,PN ,,ZADA,,COHRAN,,,,,F                                  ,S,,,,,Live,,,,,
4575,5/11/1958 00:00:00,PN ,,FARAH,,NAHLEN,,,,,F                                  ,S,,,,,Live,,,,,
4576,10/20/1942 00:00:00,PN ,,LALA,,SCHAEFFER,,,,,F                                  ,D,,,,,Live,,,,,
4577,2/3/1948 00:00:00,PN ,,LAMAR,,SCHUETZ,,,,,M                                  ,S,,,,,Live,,,,,
4578,10/17/1970 00:00:00,HH ,,MAYA,,SCHOFILL,,,,,F                                  ,S,,,,,Live,,,,,
4579,4/28/1972 00:00:00,PN ,,DANAE,,IMHOFF,,,,,F                                  ,M,,,,,Live,,,,,
4580,8/7/1948 00:00:00,PN ,,LARAE,,ECHOLS,,,,,F                                  ,D,,,,,Live,,,,,
4581,10/13/1959 00:00:00,PN ,,MANA,,SCHALL,,,,,F                                  ,S,,,,,Live,,,,,
4582,1/28/1965 00:00:00,PN ,,SARA,,MAHAN,,,,,F                                  ,D,,,,,Live,,,,,
4583,4/11/1970 00:00:00,PN ,,MANASSEH,,ASHFORD,,,,,M                                  ,S,,,,,Live,,,,,
4584,4/28/1972 00:00:00,HH ,,CASANDRA,,ATHERTON,,,,,F                                  ,M,,,,,Live,,,,,
4585,11/5/1938 00:00:00,PN ,,TAWANNA,,ASHER,,,,,F                                  ,S,,,,,Live,,,,,
4586,1/16/1966 00:00:00,PN ,,JAMAR,,SCHURKUS,,,,,M                                  ,S,,,,,Live,,,,,
4587,10/22/1966 00:00:00,PN ,,YAJAIRA,,USHER,,,,,F                                  ,D,,,,,Live,,,,,
4588,3/9/1976 00:00:00,PN ,,JAMAL,,JOHNSON,,,,,M                                  ,S,,,,,Live,,,,,
4589,11/5/1938 00:00:00,HH ,,JAMAAL,,JOHNSTON,,,,,M                                  ,S,,,,,Live,,,,,
4590,11/13/1944 00:00:00,PN ,,SARAN,,SCHETTLER,,,,,F                                  ,S,,,,,Live,,,,,
4591,7/22/1974 00:00:00,PN ,,RAEANN,,ACHATZ,,,,,F                                  ,S,,,,,Live,,,,,
4592,5/5/1956 00:00:00,PN ,,AARAN,,HIGH,,,,,M                                  ,S,,,,,Live,,,,,
4593,5/13/1938 00:00:00,PN ,,GALA,,ORGO,,,,,F                                  ,M,,,,,Live,,,,,
4594,8/26/1973 00:00:00,PN ,,GAMALIEL,,VEGA,,,,,M                                  ,S,,,,,Live,,,,,
4595,11/13/1944 00:00:00,HH ,,LAWANDA,,SEGO,,,,,F                                  ,S,,,,,Live,,,,,
4596,11/27/1955 00:00:00,PN ,,SAVANNAH,,WIGG,,,,,F                                  ,D,,,,,Live,,,,,
4597,9/23/1965 00:00:00,PN ,,CARA,,PAGE,,,,,F                                  ,S,,,,,Live,,,,,
4598,11/27/1955 00:00:00,HH ,,SAVANNA,,PUGH,,,,,F                                  ,D,,,,,Live,,,,,
4599,8/14/1951 00:00:00,PN ,,RAFAELA,,CUGHAN,,,,,F                                  ,M,,,,,Live,,,,,
4600,8/5/1956 00:00:00,PN ,,GAWAIN,,HAGGARD,,,,,M                                  ,M,,,,,Live,,,,,
4601,12/16/1946 00:00:00,PN ,,LADAWN,,MAGRATH,,,,,F                                  ,S,,,,,Live,,,,,
4602,8/14/1951 00:00:00,HH ,,JACALYN,,HUGUET,,,,,F                                  ,M,,,,,Live,,,,,
4603,8/3/1950 00:00:00,PN ,,VADA,,MCGEE,,,,,F                                  ,M,,,,,Live,,,,,
4604,11/6/1959 00:00:00,PN ,,MARAGARET,,ANGLEMYER,,,,,F                                  ,S,,,,,Live,,,,,
4605,1/12/1976 00:00:00,PN ,,LATASHA,,TAGUE,,,,,F                                  ,S,,,,,Live,,,,,
4606,8/3/1950 00:00:00,HH ,,SARAH,,JAGGERS,,,,,F                                  ,M,,,,,Live,,,,,
4607,6/25/1959 00:00:00,PN ,,DANA,,HUGHES,,,,,F                                  ,S,,,,,Live,,,,,
4608,8/8/1955 00:00:00,PN ,,DAMARIS,,BAGWELL,,,,,F                                  ,D,,,,,Live,,,,,
4609,6/25/1959 00:00:00,HH ,,LANA,,WIGGINS,,,,,F                                  ,S,,,,,Live,,,,,
4610,10/31/1958 00:00:00,PN ,,HABAKKUK,,ENGLISH,,,,,M                                  ,M,,,,,Live,,,,,
4611,1/12/1969 00:00:00,PN ,,LATASHIA,,HIGGINS,,,,,F                                  ,D,,,,,Live,,,,,
4612,10/31/1958 00:00:00,HH ,,RAFAEL,,REGALI,,,,,M                                  ,M,,,,,Live,,,,,
4613,3/17/1949 00:00:00,PN ,,SARAI,,BIGELOW,,,,,F                                  ,M,,,,,Live,,,,,
4614,1/30/1943 00:00:00,PN ,,MANASSES,,RIGGLE,,,,,M                                  ,S,,,,,Live,,,,,
4615,9/19/1968 00:00:00,PN ,,HANA,,VOGEL,,,,,F                                  ,D,,,,,Live,,,,,
4616,4/26/1933 00:00:00,PN ,,CATALINA,,DEGENER,,,,,F                                  ,S,,,,,Live,,,,,
4617,3/17/1949 00:00:00,HH ,,LATANYA,,HOGAN,,,,,F                                  ,M,,,,,Live,,,,,
4618,11/16/1944 00:00:00,PN ,,LASANDRA,,WAGGONER,,,,,F                                  ,D,,,,,Live,,,,,
4619,1/7/1965 00:00:00,PN ,,CATARINA,,HAGERMAN,,,,,F                                  ,D,,,,,Live,,,,,
4620,4/9/1968 00:00:00,PN ,,RANAE,,FAGER,,,,,F                                  ,S,,,,,Live,,,,,
4621,12/29/1961 00:00:00,PN ,,LARA,,ROGERS,,,,,F                                  ,M,,,,,Live,,,,,
4622,11/16/1944 00:00:00,HH ,,RANA,,EDGERTON,,,,,F                                  ,D,,,,,Live,,,,,
4623,8/25/1947 00:00:00,PN ,,MARA,,WAGERS,,,,,F                                  ,S,,,,,Live,,,,,
4624,12/5/1965 00:00:00,PN ,,LAMBERT,,RIGGS,,,,,M                                  ,M,,,,,Live,,,,,
4625,11/25/1964 00:00:00,PN ,,BARBRA,,WIGGS,,,,,F                                  ,D,,,,,Live,,,,,
4626,1/25/1971 00:00:00,PN ,,MAYBELL,,KIGHT,,,,,F                                  ,S,,,,,Live,,,,,
4627,4/11/1947 00:00:00,PN ,,MAYBELLE,,FUGATT,,,,,F                                  ,S,,,,,Live,,,,,
4628,8/25/1947 00:00:00,HH ,,BAMBI,,RIGHT,,,,,F                                  ,S,,,,,Live,,,,,
4629,2/6/1933 00:00:00,PN ,,BAMBER,,HUFF,,,,,M                                  ,M,,,,,Live,,,,,
4630,2/6/1933 00:00:00,HH ,,BARB,,GOFF,,,,,F                                  ,M,,,,,Live,,,,,
4631,5/16/1939 00:00:00,PN ,,TAMBRA,,HUFFCUT,,,,,F                                  ,D,,,,,Live,,,,,
4632,1/25/1965 00:00:00,PN ,,BARBARA,,HUFFCUTT,,,,,F                                  ,S,,,,,Live,,,,,
4633,9/3/1948 00:00:00,PN ,,BARBIE,,HEFLEY,,,,,F                                  ,S,,,,,Live,,,,,
4634,6/7/1965 00:00:00,PN ,,BARBERA,,RAFTERY,,,,,F                                  ,S,,,,,Live,,,,,
4635,1/27/1972 00:00:00,PN ,,RABBIE,,COFFEY,,,,,M                                  ,S,,,,,Live,,,,,
4636,5/16/1939 00:00:00,HH ,,TALBOT,,JEFFERS,,,,,M                                  ,D,,,,,Live,,,,,
4637,12/26/1962 00:00:00,PN ,,GABBY,,JEFFERIES,,,,,M                                  ,S,,,,,Live,,,,,
4638,6/18/1957 00:00:00,PN ,,DARBY,,BUFFINGTON,,,,,F                                  ,M,,,,,Live,,,,,
4639,12/11/1979 00:00:00,PN ,,MARCELENE,,HEFLIN,,,,,F                                  ,S,,,,,Live,,,,,
4640,12/26/1962 00:00:00,HH ,,MARCELINO,,COFFMAN,,,,,M                                  ,S,,,,,Live,,,,,
4641,4/25/1958 00:00:00,PN ,,MARCELINE,,WOFFORD,,,,,F                                  ,D,,,,,Live,,,,,
4642,12/13/1960 00:00:00,PN ,,MARCY,,MEFFORD,,,,,F                                  ,S,,,,,Live,,,,,
4643,4/13/1957 00:00:00,PN ,,LANCELOT,,OXFORD,,,,,M                                  ,D,,,,,Live,,,,,
4644,5/25/1947 00:00:00,PN ,,MALCOM,,HAFER,,,,,M                                  ,D,,,,,Live,,,,,
4645,7/22/1969 00:00:00,PN ,,MALC,,JEFFRIES,,,,,M                                  ,M,,,,,Live,,,,,
4646,4/25/1958 00:00:00,HH ,,MARCELL,,HEFFRON,,,,,F                                  ,D,,,,,Live,,,,,
4647,12/28/1976 00:00:00,PN ,,MARCEL,,HUFCUT,,,,,M                                  ,S,,,,,Live,,,,,
4648,6/28/1949 00:00:00,PN ,,LANCE,,LOE,,,,,M                                  ,S,,,,,Live,,,,,
4649,12/28/1976 00:00:00,HH ,,MARCIA,,COE,,,,,F                                  ,S,,,,,Live,,,,,
4650,5/27/1952 00:00:00,PN ,,MARCELLA,,LEE,,,,,F                                  ,S,,,,,Live,,,,,
4651,11/21/1977 00:00:00,PN ,,KAYCEE,,FREE,,,,,F                                  ,S,,,,,Live,,,,,
4652,1/25/1978 00:00:00,PN ,,MARCELINA,,EDEE,,,,,F                                  ,S,,,,,Live,,,,,
4653,10/14/1972 00:00:00,PN ,,KAYCE,,FREY,,,,,F                                  ,M,,,,,Live,,,,,
4654,5/27/1952 00:00:00,HH ,,MARCELLE,,GEER,,,,,F                                  ,S,,,,,Live,,,,,
4655,10/23/1947 00:00:00,PN ,,MARCELA,,MEEK,,,,,F                                  ,D,,,,,Live,,,,,
4656,3/25/1959 00:00:00,PN ,,MARCELO,,PEER,,,,,M                                  ,D,,,,,Live,,,,,
4657,10/23/1947 00:00:00,HH ,,MARCENE,,PEEK,,,,,F                                  ,D,,,,,Live,,,,,
4658,4/9/1966 00:00:00,PN ,,MARCHELLE,,WREN,,,,,F                                  ,M,,,,,Live,,,,,
4659,5/21/1943 00:00:00,PN ,,NANCEE,,SHEA,,,,,F                                  ,S,,,,,Live,,,,,
4660,4/9/1966 00:00:00,HH ,,NANCEY,,DYER,,,,,F                                  ,M,,,,,Live,,,,,
4661,6/24/1975 00:00:00,PN ,,DARCY,,TEER,,,,,F                                  ,S,,,,,Live,,,,,
4662,6/26/1969 00:00:00,PN ,,NANCI,,TEEL,,,,,F                                  ,D,,,,,Live,,,,,
4663,1/14/1978 00:00:00,PN ,,NANCIE,,REED,,,,,F                                  ,S,,,,,Live,,,,,
4664,12/30/1968 00:00:00,PN ,,DARCY,,STEWART,,,,,M                                  ,S,,,,,Live,,,,,
4665,6/24/1975 00:00:00,HH ,,DARCIE,,STEWARD,,,,,F                                  ,S,,,,,Live,,,,,
